Date.Dissected,Date.Frozen,Date.Collected,Collection.Site,Nest,Pair.Group,Raided,Worker.Queen,Behavior.Code,Ant,Webers.Length.mm,Venom.Sac.Length.mm,Venom.Sac.Width.mm,Final.Worker.Count,Final.Queen.Count.Dealate,Final.Pupae.Count,Final.Larvae.Count,Final.Egg.Count,Final.Queen.Count.Alate,Final.Male.Count
10/18/22,9/9/22,8/22/22,Botanic Gardens,33,17,N,Worker,X,446,0.76,0.19,0.1,14,0,0,4,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,34,17,Y,Worker,N,447,0.78,0.17,0.12,12,0,0,4,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,34,17,Y,Worker,N,448,0.78,0.19,0.11,12,0,0,4,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,34,17,Y,Worker,N,449,0.76,0.18,0.12,12,0,0,4,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,34,17,Y,Worker,F,450,0.77,0.21,0.11,12,0,0,4,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,34,17,Y,Worker,X,451,0.87,0.2,0.13,12,0,0,4,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,34,17,Y,Worker,X,452,0.81,0.17,0.12,12,0,0,4,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,34,17,Y,Worker,X,453,0.79,0.21,0.09,12,0,0,4,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,34,17,Y,Worker,X,454,0.8,0.2,0.12,12,0,0,4,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,34,17,Y,Worker,X,455,0.79,0.17,0.1,12,0,0,4,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,N,456,0.74,0.16,0.11,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,N,457,0.73,0.17,0.11,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,N,458,0.74,0.18,0.11,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,N,459,0.74,0.19,0.09,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,N,460,0.75,0.2,0.11,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,N,461,0.78,0.13,0.1,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,N,462,0.78,0.19,0.1,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,F,463,0.72,0.16,0.11,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,F,464,0.7,0.19,0.11,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,F,465,0.75,0.21,0.1,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,F,466,0.64,0.16,0.09,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,F,467,0.75,0.17,0.09,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,F,468,0.77,0.17,0.12,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,X,469,0.75,0.17,0.12,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,X,470,0.75,0.16,0.08,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,X,471,0.76,0.2,0.1,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,X,472,0.76,0.19,0.11,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,X,473,0.74,0.19,0.1,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,X,474,0.69,0.17,0.1,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,X,475,0.74,0.16,0.12,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,X,476,0.68,0.18,0.09,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,X,477,0.77,0.16,0.09,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,X,478,0.75,0.19,0.09,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,X,479,0.73,0.18,0.11,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,X,480,0.77,0.17,0.1,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,X,481,0.69,0.21,0.09,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,35,18,Y,Worker,X,482,0.78,0.21,0.1,36,0,0,21,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,N,483,0.72,0.19,0.11,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,N,484,0.74,0.16,0.08,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,N,485,0.72,0.19,0.1,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,N,486,0.76,0.19,0.09,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,N,487,0.77,0.17,0.09,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,N,488,0.71,0.14,0.09,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,N,489,0.76,0.19,0.09,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,N,490,0.72,0.2,0.12,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,N,491,0.73,0.18,0.09,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,N,492,0.72,0.21,0.1,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,N,493,0.73,0.17,0.09,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,F,494,0.75,0.2,0.08,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,F,495,0.69,0.18,0.1,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,F,496,0.75,0.17,0.08,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,F,497,0.73,0.14,0.08,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,F,498,0.72,0.16,0.09,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,F,499,0.76,0.2,0.12,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,X,500,0.75,0.18,0.11,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,X,501,0.78,0.21,0.09,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,X,502,0.72,0.17,0.1,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,X,503,0.76,0.2,0.1,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,X,504,0.69,0.18,0.1,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,X,505,0.77,0.16,0.07,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,X,506,0.72,0.17,0.07,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,X,507,0.7,0.2,0.09,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,X,508,0.75,0.22,0.09,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,X,509,0.81,0.19,0.08,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,X,510,0.76,0.14,0.1,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,X,511,0.73,0.17,0.12,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,X,512,0.75,0.22,0.12,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,X,513,0.75,0.2,0.11,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,X,514,0.76,0.19,0.14,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,X,515,0.71,0.18,0.09,39,0,0,16,0,0,0
10/18/22,9/9/22,8/22/22,Botanic Gardens,36,18,N,Worker,X,516,0.76,0.15,0.07,39,0,0,16,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,39,20,Y,Worker,N,517,0.84,0.23,0.09,10,1,0,6,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,39,20,Y,Worker,F,518,0.83,0.23,0.12,10,1,0,6,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,39,20,Y,Worker,F,519,0.83,0.21,0.13,10,1,0,6,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,39,20,Y,Worker,X,520,0.88,0.22,0.1,10,1,0,6,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,39,20,Y,Worker,X,521,0.85,0.18,0.11,10,1,0,6,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,39,20,Y,Worker,X,522,0.86,0.22,0.12,10,1,0,6,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,39,20,Y,Worker,X,523,0.8,0.2,0.12,10,1,0,6,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,39,20,Y,Worker,X,524,0.83,0.21,0.12,10,1,0,6,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,39,20,Y,Queen,DQ,525,0.99,0.16,0.07,10,1,0,6,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,40,20,N,Worker,N,526,0.85,0.19,0.11,12,1,0,21,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,40,20,N,Worker,N,527,0.81,0.16,0.11,12,1,0,21,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,40,20,N,Worker,N,528,0.83,0.21,0.12,12,1,0,21,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,40,20,N,Worker,F,529,0.8,0.2,0.11,12,1,0,21,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,40,20,N,Worker,F,530,0.86,0.14,0.05,12,1,0,21,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,40,20,N,Worker,F,531,0.87,0.2,0.1,12,1,0,21,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,40,20,N,Worker,X,532,0.87,0.2,0.12,12,1,0,21,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,40,20,N,Worker,X,533,0.85,0.21,0.11,12,1,0,21,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,40,20,N,Worker,X,534,0.81,0.23,0.12,12,1,0,21,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,40,20,N,Worker,X,535,0.86,0.19,0.12,12,1,0,21,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,40,20,N,Worker,X,536,0.89,0.25,0.1,12,1,0,21,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,40,20,N,Queen,DQ,537,1.18,0.2,0.11,12,1,0,21,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,N,538,0.81,0.26,0.1,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,N,539,0.75,0.18,0.09,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,N,540,0.81,0.2,0.09,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,N,541,0.75,0.19,0.1,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,N,542,0.81,0.19,0.11,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,N,543,0.71,0.15,0.08,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,N,544,0.61,0.17,0.1,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,N,545,0.82,0.25,0.11,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,F,546,0.73,0.2,0.1,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,F,547,0.79,0.18,0.09,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,548,0.76,0.22,0.09,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,549,0.74,0.2,0.08,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,550,0.77,0.18,0.08,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,551,0.79,0.21,0.1,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,552,0.8,0.22,0.14,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,553,0.81,0.24,0.12,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,554,0.77,0.22,0.09,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,555,0.83,0.21,0.09,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,556,0.81,0.19,0.09,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,557,0.79,0.18,0.08,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,558,0.8,0.19,0.09,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,559,0.88,0.24,0.12,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,560,0.71,0.22,0.1,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,561,0.8,0.22,0.09,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,562,0.77,0.18,0.13,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,563,0.79,0.23,0.14,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,564,0.81,0.18,0.13,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,565,0.78,0.23,0.09,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,43,22,N,Worker,X,566,0.8,0.24,0.13,34,0,0,26,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,N,567,0.81,0.21,0.09,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,N,568,0.7,0.25,0.08,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,F,569,0.79,0.2,0.14,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,F,570,0.81,0.21,0.07,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,F,571,0.8,0.21,0.13,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,F,572,0.76,0.18,0.1,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,573,0.74,0.17,0.09,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,574,0.82,0.22,0.09,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,575,0.82,0.23,0.08,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,576,0.78,0.21,0.09,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,577,0.78,0.21,0.09,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,578,0.84,0.2,0.09,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,579,0.81,0.13,0.1,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,580,0.8,0.24,0.1,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,581,0.81,0.22,0.09,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,582,0.73,0.21,0.1,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,583,0.8,0.21,0.12,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,584,0.84,0.25,0.11,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,585,0.77,0.17,0.09,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,586,0.78,0.21,0.12,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,587,0.79,0.21,0.1,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,588,0.85,0.22,0.12,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,589,0.81,0.21,0.13,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,590,0.78,0.19,0.07,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,591,0.69,0.17,0.06,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,592,0.77,0.23,0.09,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,593,0.74,0.2,0.09,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,594,0.81,0.23,0.1,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,595,0.74,0.2,0.11,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,596,0.71,0.15,0.06,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,597,0.8,0.23,0.06,36,0,0,23,0,0,0
10/19/22,9/21/22,8/28/22,ICNL,44,22,Y,Worker,X,598,0.8,0.18,0.1,36,0,0,23,0,0,0
